baker,last_name,series,episode,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
Chetna,Makan,5,9,35,Fashion Designer,"Broadstairs, Kent",4,OUT,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets"
Chetna,Makan,5,10,35,Fashion Designer,"Broadstairs, Kent",NA,NA,NA,NA
Claire,Goodwin,5,1,31,Speech Therapist,"Ashton upon Mersey, Trafford",8,OUT,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes
Claire,Goodwin,5,2,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,3,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,4,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,5,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,6,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,7,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,8,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,9,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Claire,Goodwin,5,10,31,Speech Therapist,"Ashton upon Mersey, Trafford",NA,NA,NA,NA
Diana,Beard,5,1,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,IN,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
Diana,Beard,5,2,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,IN,Parmesan Triangles,"Express, First Class"
Diana,Beard,5,3,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,IN,Rustic Picnic Rolls,Sharing Savoury Pinwheel
Diana,Beard,5,4,69,Women's Institute (WI) Judge,"Alkington, Shropshire",9,IN,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
Diana,Beard,5,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,WD,NA,NA
Diana,Beard,5,6,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,IN,NA,NA
Diana,Beard,5,7,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,IN,NA,NA
Diana,Beard,5,8,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,IN,NA,NA
Diana,Beard,5,9,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,IN,NA,NA
Diana,Beard,5,10,69,Women's Institute (WI) Judge,"Alkington, Shropshire",NA,IN,NA,NA
Enwezor,Nzegwu,5,1,39,Business Consultant,"Portsmouth, Hampshire",9,IN,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
Enwezor,Nzegwu,5,2,39,Business Consultant,"Portsmouth, Hampshire",9,OUT,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
Enwezor,Nzegwu,5,3,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,4,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,5,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,6,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,7,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,8,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,9,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Enwezor,Nzegwu,5,10,39,Business Consultant,"Portsmouth, Hampshire",NA,NA,NA,NA
Iain,Watters,5,1,31,Construction Engineer,London/Belfast,4,IN,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
Iain,Watters,5,2,31,Construction Engineer,London/Belfast,11,IN,Za'atar and Fig Biscuits,Wild West Scene
Iain,Watters,5,3,31,Construction Engineer,London/Belfast,9,IN,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
Iain,Watters,5,4,31,Construction Engineer,London/Belfast,6,OUT,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
Iain,Watters,5,5,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
Iain,Watters,5,6,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
Iain,Watters,5,7,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
Iain,Watters,5,8,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
Iain,Watters,5,9,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
Iain,Watters,5,10,31,Construction Engineer,London/Belfast,NA,NA,NA,NA
Jordan,Cox,5,1,32,IT Manager,"Sneinton, Nottingham",12,IN,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
Jordan,Cox,5,2,32,IT Manager,"Sneinton, Nottingham",6,IN,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack
Jordan,Cox,5,3,32,IT Manager,"Sneinton, Nottingham",10,OUT,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
Jordan,Cox,5,4,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Jordan,Cox,5,5,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Jordan,Cox,5,6,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Jordan,Cox,5,7,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Jordan,Cox,5,8,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Jordan,Cox,5,9,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Jordan,Cox,5,10,32,IT Manager,"Sneinton, Nottingham",NA,NA,NA,NA
Kate,Henry,5,1,41,Furniture Restorer,"Brighton, East Sussex",6,IN,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
Kate,Henry,5,2,41,Furniture Restorer,"Brighton, East Sussex",4,IN,Parmesan and Apple Biscuits,Tea Time
Kate,Henry,5,3,41,Furniture Restorer,"Brighton, East Sussex",1,IN,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
Kate,Henry,5,4,41,Furniture Restorer,"Brighton, East Sussex",7,IN,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
Kate,Henry,5,5,41,Furniture Restorer,"Brighton, East Sussex",3,STAR BAKER,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
Kate,Henry,5,6,41,Furniture Restorer,"Brighton, East Sussex",6,IN,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
Kate,Henry,5,7,41,Furniture Restorer,"Brighton, East Sussex",4,OUT,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
Kate,Henry,5,8,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA,NA
Kate,Henry,5,9,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA,NA
Kate,Henry,5,10,41,Furniture Restorer,"Brighton, East Sussex",NA,NA,NA,NA
Luis,Troyano,5,1,42,Graphic Designer,"Poynton, Cheshire",7,IN,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles
Luis,Troyano,5,2,42,Graphic Designer,"Poynton, Cheshire",3,IN,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon
Luis,Troyano,5,3,42,Graphic Designer,"Poynton, Cheshire",2,STAR BAKER,Opposites Attract Rolls,Roscón de Reyes
Luis,Troyano,5,4,42,Graphic Designer,"Poynton, Cheshire",2,IN,Pears in Puddings,Bakewell Alaska
Luis,Troyano,5,5,42,Graphic Designer,"Poynton, Cheshire",6,IN,Tropical Manchester Tart,Four Fruity Seasons Tower
Luis,Troyano,5,6,42,Graphic Designer,"Poynton, Cheshire",3,IN,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill
Luis,Troyano,5,7,42,Graphic Designer,"Poynton, Cheshire",5,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
Luis,Troyano,5,8,42,Graphic Designer,"Poynton, Cheshire",2,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
Luis,Troyano,5,9,42,Graphic Designer,"Poynton, Cheshire",1,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
Luis,Troyano,5,10,42,Graphic Designer,"Poynton, Cheshire",2,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate
Martha,Collison,5,1,17,Student,"Ascot, Berkshire",2,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
Martha,Collison,5,2,17,Student,"Ascot, Berkshire",5,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
Martha,Collison,5,3,17,Student,"Ascot, Berkshire",3,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
Martha,Collison,5,4,17,Student,"Ascot, Berkshire",1,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
Martha,Collison,5,5,17,Student,"Ascot, Berkshire",1,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
Martha,Collison,5,6,17,Student,"Ascot, Berkshire",4,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
Martha,Collison,5,7,17,Student,"Ascot, Berkshire",3,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
Martha,Collison,5,8,17,Student,"Ascot, Berkshire",5,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
Martha,Collison,5,9,17,Student,"Ascot, Berkshire",NA,NA,NA,NA
Martha,Collison,5,10,17,Student,"Ascot, Berkshire",NA,NA,NA,NA
Nancy,Birtwhistle,5,1,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes
Nancy,Birtwhistle,5,2,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2,IN,Fennel and Rye Thins,Hansel and Gretel Scene
Nancy,Birtwhistle,5,3,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",5,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli
Nancy,Birtwhistle,5,4,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska
Nancy,Birtwhistle,5,5,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",4,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies
Nancy,Birtwhistle,5,6,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte
Nancy,Birtwhistle,5,7,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",2,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs
Nancy,Birtwhistle,5,8,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)"
Nancy,Birtwhistle,5,9,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",3,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets
Nancy,Birtwhistle,5,10,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",1,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill
Norman,Calder,5,1,66,Retired Naval Officer,"Portknockie, Moray",11,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes
Norman,Calder,5,2,66,Retired Naval Officer,"Portknockie, Moray",10,IN,Farthing Biscuits,Zulu Boats at Dawn
Norman,Calder,5,3,66,Retired Naval Officer,"Portknockie, Moray",4,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf
Norman,Calder,5,4,66,Retired Naval Officer,"Portknockie, Moray",8,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise
Norman,Calder,5,5,66,Retired Naval Officer,"Portknockie, Moray",5,OUT,Tarte au Citron,Pieful Tower
Norman,Calder,5,6,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
Norman,Calder,5,7,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
Norman,Calder,5,8,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
Norman,Calder,5,9,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
Norman,Calder,5,10,66,Retired Naval Officer,"Portknockie, Moray",NA,NA,NA,NA
Richard,Burr,5,1,38,Builder,"Mill Hill, London",10,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes
Richard,Burr,5,2,38,Builder,"Mill Hill, London",1,STAR BAKER,Rosemary Seeded Crackers,Pirates!
Richard,Burr,5,3,38,Builder,"Mill Hill, London",6,IN,Rye and Cranberry Rolls,Pesto Pinwheel
Richard,Burr,5,4,38,Builder,"Mill Hill, London",5,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska
Richard,Burr,5,5,38,Builder,"Mill Hill, London",7,IN,Fig and Orange Tart,Three Course Autumn Pie Feast
Richard,Burr,5,6,38,Builder,"Mill Hill, London",5,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte
Richard,Burr,5,7,38,Builder,"Mill Hill, London",1,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)"
Richard,Burr,5,8,38,Builder,"Mill Hill, London",4,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts
Richard,Burr,5,9,38,Builder,"Mill Hill, London",2,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets
Richard,Burr,5,10,38,Builder,"Mill Hill, London",3,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill
Alvin,Magallanes,6,1,37,Nurse,"Bracknell, Berkshire",2,IN,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau
Alvin,Magallanes,6,2,37,Nurse,"Bracknell, Berkshire",6,IN,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps
Alvin,Magallanes,6,3,37,Nurse,"Bracknell, Berkshire",4,IN,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia
Alvin,Magallanes,6,4,37,Nurse,"Bracknell, Berkshire",9,IN,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes
Alvin,Magallanes,6,5,37,Nurse,"Bracknell, Berkshire",8,IN,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll"
Alvin,Magallanes,6,6,37,Nurse,"Bracknell, Berkshire",6,OUT,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents
Alvin,Magallanes,6,7,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
Alvin,Magallanes,6,8,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
Alvin,Magallanes,6,9,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
Alvin,Magallanes,6,10,37,Nurse,"Bracknell, Berkshire",NA,NA,NA,NA
Dorret,Conway,6,1,53,Accountant,"Penwortham, Lancashire",5,IN,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau
Dorret,Conway,6,2,53,Accountant,"Penwortham, Lancashire",1,IN,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs
Dorret,Conway,6,3,53,Accountant,"Penwortham, Lancashire",6,OUT,Walnut and Stilton Soda Breads,Unmade Bread
Dorret,Conway,6,4,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Dorret,Conway,6,5,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Dorret,Conway,6,6,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Dorret,Conway,6,7,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Dorret,Conway,6,8,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Dorret,Conway,6,9,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Dorret,Conway,6,10,53,Accountant,"Penwortham, Lancashire",NA,NA,NA,NA
Flora,Shedden,6,1,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,IN,Blood Orange Madeira Cake,Black Forest Gâteau
Flora,Shedden,6,2,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,IN,Wedding Biscotti,Honey and Earl Grey Tea Box
Flora,Shedden,6,3,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,IN,Fig and Hazelnut Rye Breads,Herb Couture
Flora,Shedden,6,4,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,IN,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes
Flora,Shedden,6,5,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,IN,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche
Flora,Shedden,6,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,IN,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
Flora,Shedden,6,7,19,Art gallery assistant,"Dunkeld, Perth and Kinross",4,IN,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
Flora,Shedden,6,8,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,IN,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
Flora,Shedden,6,9,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,OUT,Passion Fruit and Chocolate Tart,Cocoa Carousel
Flora,Shedden,6,10,19,Art gallery assistant,"Dunkeld, Perth and Kinross",NA,NA,NA,NA
Ian,Cumming,6,1,41,Travel photographer,"Great Wilbraham, Cambridgeshire",8,IN,Somewhere West of Madeira Cake,Black Forest Cherry Tree
Ian,Cumming,6,2,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,STAR BAKER,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture
Ian,Cumming,6,3,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,STAR BAKER,Wild Garlic Pesto Soda Breads,Flour Power
Ian,Cumming,6,4,41,Travel photographer,"Great Wilbraham, Cambridgeshire",4,STAR BAKER,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
Ian,Cumming,6,5,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,IN,Honey and Flowers Cake,Dessert Island
Ian,Cumming,6,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,IN,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
Ian,Cumming,6,7,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,IN,Roadkill Pie,Victoria's Crown Charlotte Russe
Ian,Cumming,6,8,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,IN,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
Ian,Cumming,6,9,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,IN,Chocolate and Bay Tart,Chocolate Well
Ian,Cumming,6,10,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,Runner-up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake
Marie,Campbell,6,1,66,Retired,"Auchterarder, Perthshire",3,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest
Marie,Campbell,6,2,66,Retired,"Auchterarder, Perthshire",11,OUT,Biscotti Italiano,Russian Box
Marie,Campbell,6,3,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,4,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,5,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,6,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,7,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,8,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,9,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Marie,Campbell,6,10,66,Retired,"Auchterarder, Perthshire",NA,NA,NA,NA
Mat,Riley,6,1,37,Fire fighter,London,7,IN,Gin and Tonic Madeira Cake,Black Forest Gateau
Mat,Riley,6,2,37,Fire fighter,London,5,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine
Mat,Riley,6,3,37,Fire fighter,London,8,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion
Mat,Riley,6,4,37,Fire fighter,London,7,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes
Mat,Riley,6,5,37,Fire fighter,London,4,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll
Mat,Riley,6,6,37,Fire fighter,London,1,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents
Mat,Riley,6,7,37,Fire fighter,London,6,OUT,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe
Mat,Riley,6,8,37,Fire fighter,London,NA,NA,NA,NA
Mat,Riley,6,9,37,Fire fighter,London,NA,NA,NA,NA
Mat,Riley,6,10,37,Fire fighter,London,NA,NA,NA,NA
Nadiya,Hussain,6,1,30,Full-time mother,Leeds / Luton,12,IN,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau
Nadiya,Hussain,6,2,30,Full-time mother,Leeds / Luton,9,IN,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes
Nadiya,Hussain,6,3,30,Full-time mother,Leeds / Luton,9,IN,Mexican Bread with Warm Tomato Salsa,Snake Charmer's Basket
Nadiya,Hussain,6,4,30,Full-time mother,Leeds / Luton,8,IN,Cinnamon Tea Crème Brûlées,Fizzy Pop Cheesecakes
Nadiya,Hussain,6,5,30,Full-time mother,Leeds / Luton,1,STAR BAKER,Naked Blueberry and Caraway Crunch Cake,Chocolate and Strawberry Lime Ice Cream Roll
Nadiya,Hussain,6,6,30,Full-time mother,Leeds / Luton,4,IN,"Bay Leaf, Rong Tea and Pear Tart",Bengali Korma and Clementine with Cod Vol-au-vents
Nadiya,Hussain,6,7,30,Full-time mother,Leeds / Luton,1,IN,Aromatic Raised Game Pie,Mango and Raspberry Charlotte Russe
Nadiya,Hussain,6,8,30,Full-time mother,Leeds / Luton,1,STAR BAKER,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne
Nadiya,Hussain,6,9,30,Full-time mother,Leeds / Luton,4,STAR BAKER,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door
Nadiya,Hussain,6,10,30,Full-time mother,Leeds / Luton,1,WINNER,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake
Paul,Jagger,6,1,49,Prison governor,"Swansea, Wales",10,IN,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation
Paul,Jagger,6,2,49,Prison governor,"Swansea, Wales",10,IN,"Chocolate, Hazelnut and Fig Biscotti",Memory Box
Paul,Jagger,6,3,49,Prison governor,"Swansea, Wales",10,IN,Cranberry and Orange Sweet Soda Breads,King of the Jungle
Paul,Jagger,6,4,49,Prison governor,"Swansea, Wales",1,IN,Almond Crème Brûlées,Berry Cheesecake Tower
Paul,Jagger,6,5,49,Prison governor,"Swansea, Wales",2,IN,Carrot & Pecan Cake,Dessert Island Getaway
Paul,Jagger,6,6,49,Prison governor,"Swansea, Wales",5,IN,Christmas Frangipane Tart,Savoury and Sweet Bouchées
Paul,Jagger,6,7,49,Prison governor,"Swansea, Wales",2,IN,Not a Boaring Pie,Charlotte Rose
Paul,Jagger,6,8,49,Prison governor,"Swansea, Wales",5,OUT,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne
Paul,Jagger,6,9,49,Prison governor,"Swansea, Wales",NA,NA,NA,NA
Paul,Jagger,6,10,49,Prison governor,"Swansea, Wales",NA,NA,NA,NA
Sandy,Docherty,6,1,49,Child welfare officer,"Yeadon, West Yorkshire",9,IN,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau
Sandy,Docherty,6,2,49,Child welfare officer,"Yeadon, West Yorkshire",4,IN,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box
Sandy,Docherty,6,3,49,Child welfare officer,"Yeadon, West Yorkshire",7,IN,Soda Breads with Smoked Bacon and Onion,Basket of Bread Flowers with a Walnut and Blue Cheese Centre
Sandy,Docherty,6,4,49,Child welfare officer,"Yeadon, West Yorkshire",6,OUT,Pontefract Crème Brûlées,"Cassata, Whisky and Orange & Apple Pie Cheesecakes"
Sandy,Docherty,6,5,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
Sandy,Docherty,6,6,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
Sandy,Docherty,6,7,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
Sandy,Docherty,6,8,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
Sandy,Docherty,6,9,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
Sandy,Docherty,6,10,49,Child welfare officer,"Yeadon, West Yorkshire",NA,NA,NA,NA
Stu,Henshall,6,1,35,Professional musician,"Guildford, Surrey",11,OUT,Marley Madeira Cake,Purple Forest Gâteau
Stu,Henshall,6,2,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,3,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,4,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,5,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,6,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,7,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,8,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,9,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Stu,Henshall,6,10,35,Professional musician,"Guildford, Surrey",NA,NA,NA,NA
Tamal,Ray,6,1,29,Trainee anaesthetist,Manchester,4,IN,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell
Tamal,Ray,6,2,29,Trainee anaesthetist,Manchester,8,IN,"Cinnamon, Maple and Cranberry Biscotti",Chessboard Box
Tamal,Ray,6,3,29,Trainee anaesthetist,Manchester,3,IN,"Fig, Cheese and Walnut Breads",Breadcycle
